bucket,count,date
3,3,2016-05-04-15
4,3,2016-05-04-15
5,2,2016-05-04-15
6,5,2016-05-04-15
7,7,2016-05-04-15
8,8,2016-05-04-15
9,6,2016-05-04-15
10,215,2016-05-04-15
20,401,2016-05-04-15
30,516,2016-05-04-15
40,480,2016-05-04-15
50,384,2016-05-04-15
60,357,2016-05-04-15
70,323,2016-05-04-15
80,228,2016-05-04-15
90,221,2016-05-04-15
100,1974,2016-05-04-15
200,1326,2016-05-04-15
300,1222,2016-05-04-15
400,360,2016-05-04-15
500,241,2016-05-04-15
600,140,2016-05-04-15
700,107,2016-05-04-15
800,82,2016-05-04-15
900,62,2016-05-04-15
1000,257,2016-05-04-15
2000,117,2016-05-04-15
3000,47,2016-05-04-15
4000,36,2016-05-04-15
5000,14,2016-05-04-15
6000,13,2016-05-04-15
7000,13,2016-05-04-15
8000,15,2016-05-04-15
9000,5,2016-05-04-15
1,0,2016-05-04-16
2,0,2016-05-04-16
3,0,2016-05-04-16
4,0,2016-05-04-16
5,3,2016-05-04-16
6,1,2016-05-04-16
7,8,2016-05-04-16
8,5,2016-05-04-16
9,10,2016-05-04-16
10,211,2016-05-04-16
20,392,2016-05-04-16
30,507,2016-05-04-16
40,458,2016-05-04-16
50,385,2016-05-04-16
60,367,2016-05-04-16
70,320,2016-05-04-16
80,237,2016-05-04-16
90,190,2016-05-04-16
100,1974,2016-05-04-16
200,1476,2016-05-04-16
300,1274,2016-05-04-16
400,436,2016-05-04-16
500,265,2016-05-04-16
600,172,2016-05-04-16
700,105,2016-05-04-16
800,92,2016-05-04-16
900,79,2016-05-04-16
1000,291,2016-05-04-16
2000,130,2016-05-04-16
3000,54,2016-05-04-16
4000,36,2016-05-04-16
5000,25,2016-05-04-16
6000,22,2016-05-04-16
7000,11,2016-05-04-16
8000,13,2016-05-04-16
9000,9,2016-05-04-16
1,1,2016-05-04-17
2,0,2016-05-04-17
3,0,2016-05-04-17
4,3,2016-05-04-17
5,2,2016-05-04-17
6,6,2016-05-04-17
7,1,2016-05-04-17
8,10,2016-05-04-17
9,17,2016-05-04-17
10,219,2016-05-04-17
20,362,2016-05-04-17
30,496,2016-05-04-17
40,454,2016-05-04-17
50,359,2016-05-04-17
60,346,2016-05-04-17
70,298,2016-05-04-17
80,222,2016-05-04-17
90,169,2016-05-04-17
100,1811,2016-05-04-17
200,1330,2016-05-04-17
300,1099,2016-05-04-17
400,370,2016-05-04-17
500,205,2016-05-04-17
600,138,2016-05-04-17
700,106,2016-05-04-17
800,90,2016-05-04-17
900,62,2016-05-04-17
1000,246,2016-05-04-17
2000,100,2016-05-04-17
3000,38,2016-05-04-17
4000,35,2016-05-04-17
5000,17,2016-05-04-17
6000,16,2016-05-04-17
7000,15,2016-05-04-17
8000,10,2016-05-04-17
9000,6,2016-05-04-17
1,0,2016-05-05-02
2,0,2016-05-05-02
3,0,2016-05-05-02
4,1,2016-05-05-02
5,1,2016-05-05-02
6,2,2016-05-05-02
7,1,2016-05-05-02
8,6,2016-05-05-02
9,4,2016-05-05-02
10,130,2016-05-05-02
20,466,2016-05-05-02
30,884,2016-05-05-02
40,774,2016-05-05-02
50,624,2016-05-05-02
60,398,2016-05-05-02
70,361,2016-05-05-02
80,301,2016-05-05-02
90,198,2016-05-05-02
100,1783,2016-05-05-02
200,1348,2016-05-05-02
300,1049,2016-05-05-02
400,373,2016-05-05-02
500,216,2016-05-05-02
600,114,2016-05-05-02
700,91,2016-05-05-02
800,80,2016-05-05-02
900,48,2016-05-05-02
1000,192,2016-05-05-02
2000,93,2016-05-05-02
3000,32,2016-05-05-02
4000,39,2016-05-05-02
5000,24,2016-05-05-02
6000,12,2016-05-05-02
7000,5,2016-05-05-02
8000,11,2016-05-05-02
9000,6,2016-05-05-02
1,1,2016-05-13-18
2,0,2016-05-13-18
3,1,2016-05-13-18
4,1,2016-05-13-18
5,1,2016-05-13-18
6,5,2016-05-13-18
7,4,2016-05-13-18
8,7,2016-05-13-18
9,6,2016-05-13-18
10,179,2016-05-13-18
20,353,2016-05-13-18
30,479,2016-05-13-18
40,445,2016-05-13-18
50,348,2016-05-13-18
60,327,2016-05-13-18
70,348,2016-05-13-18
80,231,2016-05-13-18
90,186,2016-05-13-18
100,2024,2016-05-13-18
200,1490,2016-05-13-18
300,1306,2016-05-13-18
400,452,2016-05-13-18
500,239,2016-05-13-18
600,176,2016-05-13-18
700,123,2016-05-13-18
800,80,2016-05-13-18
900,68,2016-05-13-18
1000,257,2016-05-13-18
2000,113,2016-05-13-18
3000,41,2016-05-13-18
4000,33,2016-05-13-18
5000,29,2016-05-13-18
6000,19,2016-05-13-18
7000,13,2016-05-13-18
8000,14,2016-05-13-18
9000,7,2016-05-13-18
1,0,2016-05-04-18
2,0,2016-05-04-18
3,1,2016-05-04-18
4,1,2016-05-04-18
5,2,2016-05-04-18
6,0,2016-05-04-18
7,7,2016-05-04-18
8,9,2016-05-04-18
9,9,2016-05-04-18
10,200,2016-05-04-18
20,458,2016-05-04-18
30,536,2016-05-04-18
40,477,2016-05-04-18
50,418,2016-05-04-18
60,353,2016-05-04-18
70,298,2016-05-04-18
80,224,2016-05-04-18
90,212,2016-05-04-18
100,1933,2016-05-04-18
200,1464,2016-05-04-18
300,1171,2016-05-04-18
400,419,2016-05-04-18
500,222,2016-05-04-18
600,137,2016-05-04-18
700,85,2016-05-04-18
800,98,2016-05-04-18
900,74,2016-05-04-18
1000,256,2016-05-04-18
2000,125,2016-05-04-18
3000,49,2016-05-04-18
4000,34,2016-05-04-18
5000,15,2016-05-04-18
6000,15,2016-05-04-18
7000,12,2016-05-04-18
8000,8,2016-05-04-18
9000,4,2016-05-04-18
1,0,2016-05-04-20
2,0,2016-05-04-20
3,1,2016-05-04-20
4,1,2016-05-04-20
5,0,2016-05-04-20
6,4,2016-05-04-20
7,3,2016-05-04-20
8,6,2016-05-04-20
9,17,2016-05-04-20
10,264,2016-05-04-20
20,463,2016-05-04-20
30,536,2016-05-04-20
40,520,2016-05-04-20
50,422,2016-05-04-20
60,345,2016-05-04-20
70,312,2016-05-04-20
80,250,2016-05-04-20
90,209,2016-05-04-20
100,2126,2016-05-04-20
200,1528,2016-05-04-20
300,1172,2016-05-04-20
400,433,2016-05-04-20
500,256,2016-05-04-20
600,142,2016-05-04-20
700,92,2016-05-04-20
800,86,2016-05-04-20
900,54,2016-05-04-20
1000,258,2016-05-04-20
2000,91,2016-05-04-20
3000,43,2016-05-04-20
4000,38,2016-05-04-20
5000,18,2016-05-04-20
6000,23,2016-05-04-20
7000,11,2016-05-04-20
8000,7,2016-05-04-20
9000,7,2016-05-04-20
1,0,2016-05-07-20
2,0,2016-05-07-20
3,0,2016-05-07-20
4,0,2016-05-07-20
5,0,2016-05-07-20
6,2,2016-05-07-20
7,2,2016-05-07-20
8,3,2016-05-07-20
9,7,2016-05-07-20
10,195,2016-05-07-20
20,408,2016-05-07-20
30,505,2016-05-07-20
40,501,2016-05-07-20
50,456,2016-05-07-20
60,375,2016-05-07-20
70,319,2016-05-07-20
80,242,2016-05-07-20
90,201,2016-05-07-20
100,2022,2016-05-07-20
200,1510,2016-05-07-20
300,1256,2016-05-07-20
400,407,2016-05-07-20
500,201,2016-05-07-20
600,134,2016-05-07-20
700,111,2016-05-07-20
800,73,2016-05-07-20
900,57,2016-05-07-20
1000,237,2016-05-07-20
2000,87,2016-05-07-20
3000,46,2016-05-07-20
4000,30,2016-05-07-20
5000,17,2016-05-07-20
6000,13,2016-05-07-20
7000,9,2016-05-07-20
8000,17,2016-05-07-20
9000,4,2016-05-07-20
1,0,2016-05-04-21
2,0,2016-05-04-21
3,0,2016-05-04-21
4,0,2016-05-04-21
5,1,2016-05-04-21
6,0,2016-05-04-21
7,0,2016-05-04-21
8,7,2016-05-04-21
9,14,2016-05-04-21
10,242,2016-05-04-21
20,445,2016-05-04-21
30,599,2016-05-04-21
40,522,2016-05-04-21
50,458,2016-05-04-21
60,296,2016-05-04-21
70,264,2016-05-04-21
80,242,2016-05-04-21
90,210,2016-05-04-21
100,2088,2016-05-04-21
200,1399,2016-05-04-21
300,1109,2016-05-04-21
400,400,2016-05-04-21
500,244,2016-05-04-21
600,154,2016-05-04-21
700,93,2016-05-04-21
800,70,2016-05-04-21
900,55,2016-05-04-21
1000,244,2016-05-04-21
2000,99,2016-05-04-21
3000,47,2016-05-04-21
4000,34,2016-05-04-21
5000,16,2016-05-04-21
6000,14,2016-05-04-21
7000,13,2016-05-04-21
8000,10,2016-05-04-21
9000,11,2016-05-04-21
1,0,2016-05-14-21
2,0,2016-05-14-21
3,0,2016-05-14-21
4,1,2016-05-14-21
5,1,2016-05-14-21
6,4,2016-05-14-21
7,3,2016-05-14-21
8,7,2016-05-14-21
9,9,2016-05-14-21
10,233,2016-05-14-21
20,416,2016-05-14-21
30,516,2016-05-14-21
40,479,2016-05-14-21
50,389,2016-05-14-21
60,283,2016-05-14-21
70,290,2016-05-14-21
80,202,2016-05-14-21
90,185,2016-05-14-21
100,2145,2016-05-14-21
200,1601,2016-05-14-21
300,1120,2016-05-14-21
400,356,2016-05-14-21
500,220,2016-05-14-21
600,138,2016-05-14-21
700,116,2016-05-14-21
800,78,2016-05-14-21
900,60,2016-05-14-21
1000,222,2016-05-14-21
2000,85,2016-05-14-21
3000,37,2016-05-14-21
4000,23,2016-05-14-21
5000,14,2016-05-14-21
6000,12,2016-05-14-21
7000,2,2016-05-14-21
8000,7,2016-05-14-21
9000,7,2016-05-14-21
1,0,2016-05-06-22
2,0,2016-05-06-22
3,2,2016-05-06-22
4,1,2016-05-06-22
5,3,2016-05-06-22
6,3,2016-05-06-22
7,5,2016-05-06-22
8,6,2016-05-06-22
9,12,2016-05-06-22
10,190,2016-05-06-22
20,464,2016-05-06-22
30,604,2016-05-06-22
40,555,2016-05-06-22
50,493,2016-05-06-22
60,390,2016-05-06-22
70,339,2016-05-06-22
80,252,2016-05-06-22
90,210,2016-05-06-22
100,2023,2016-05-06-22
200,1522,2016-05-06-22
300,1147,2016-05-06-22
400,396,2016-05-06-22
500,194,2016-05-06-22
600,156,2016-05-06-22
700,113,2016-05-06-22
800,76,2016-05-06-22
900,65,2016-05-06-22
1000,228,2016-05-06-22
2000,78,2016-05-06-22
3000,47,2016-05-06-22
4000,35,2016-05-06-22
5000,20,2016-05-06-22
6000,7,2016-05-06-22
7000,14,2016-05-06-22
8000,8,2016-05-06-22
9000,5,2016-05-06-22
1,0,2016-05-04-23
2,0,2016-05-04-23
3,0,2016-05-04-23
4,2,2016-05-04-23
5,0,2016-05-04-23
6,2,2016-05-04-23
7,4,2016-05-04-23
8,2,2016-05-04-23
9,8,2016-05-04-23
10,157,2016-05-04-23
20,448,2016-05-04-23
30,716,2016-05-04-23
40,557,2016-05-04-23
50,556,2016-05-04-23
60,392,2016-05-04-23
70,337,2016-05-04-23
80,232,2016-05-04-23
90,212,2016-05-04-23
100,1892,2016-05-04-23
200,1367,2016-05-04-23
300,1054,2016-05-04-23
400,416,2016-05-04-23
500,222,2016-05-04-23
600,126,2016-05-04-23
700,76,2016-05-04-23
800,81,2016-05-04-23
900,58,2016-05-04-23
1000,218,2016-05-04-23
2000,84,2016-05-04-23
3000,43,2016-05-04-23
4000,33,2016-05-04-23
5000,15,2016-05-04-23
6000,12,2016-05-04-23
7000,13,2016-05-04-23
8000,6,2016-05-04-23
9000,2,2016-05-04-23
1,0,2016-05-07-23
2,1,2016-05-07-23
3,0,2016-05-07-23
4,1,2016-05-07-23
5,3,2016-05-07-23
6,3,2016-05-07-23
7,4,2016-05-07-23
8,4,2016-05-07-23
9,9,2016-05-07-23
10,182,2016-05-07-23
20,404,2016-05-07-23
30,611,2016-05-07-23
40,640,2016-05-07-23
50,535,2016-05-07-23
60,409,2016-05-07-23
70,379,2016-05-07-23
80,268,2016-05-07-23
90,211,2016-05-07-23
100,2075,2016-05-07-23
200,1591,2016-05-07-23
300,1178,2016-05-07-23
400,349,2016-05-07-23
500,227,2016-05-07-23
600,134,2016-05-07-23
700,83,2016-05-07-23
800,75,2016-05-07-23
900,50,2016-05-07-23
1000,236,2016-05-07-23
2000,85,2016-05-07-23
3000,41,2016-05-07-23
4000,27,2016-05-07-23
5000,16,2016-05-07-23
6000,11,2016-05-07-23
7000,4,2016-05-07-23
8000,7,2016-05-07-23
9000,5,2016-05-07-23
1,0,2016-05-05-00
2,0,2016-05-05-00
3,1,2016-05-05-00
4,4,2016-05-05-00
5,0,2016-05-05-00
6,5,2016-05-05-00
7,5,2016-05-05-00
8,8,2016-05-05-00
9,5,2016-05-05-00
10,123,2016-05-05-00
20,461,2016-05-05-00
30,770,2016-05-05-00
40,705,2016-05-05-00
50,585,2016-05-05-00
60,426,2016-05-05-00
70,345,2016-05-05-00
80,265,2016-05-05-00
90,213,2016-05-05-00
100,1911,2016-05-05-00
200,1414,2016-05-05-00
300,1097,2016-05-05-00
400,380,2016-05-05-00
500,189,2016-05-05-00
600,129,2016-05-05-00
700,85,2016-05-05-00
800,75,2016-05-05-00
900,74,2016-05-05-00
1000,244,2016-05-05-00
2000,85,2016-05-05-00
3000,34,2016-05-05-00
4000,31,2016-05-05-00
5000,16,2016-05-05-00
6000,20,2016-05-05-00
7000,10,2016-05-05-00
8000,8,2016-05-05-00
9000,7,2016-05-05-00
1,1,2016-05-07-02
2,0,2016-05-07-02
3,1,2016-05-07-02
4,1,2016-05-07-02
5,1,2016-05-07-02
6,1,2016-05-07-02
7,3,2016-05-07-02
8,3,2016-05-07-02
9,4,2016-05-07-02
10,112,2016-05-07-02
20,406,2016-05-07-02
30,774,2016-05-07-02
40,692,2016-05-07-02
50,609,2016-05-07-02
60,473,2016-05-07-02
70,351,2016-05-07-02
80,309,2016-05-07-02
90,248,2016-05-07-02
100,1824,2016-05-07-02
200,1379,2016-05-07-02
300,1042,2016-05-07-02
400,370,2016-05-07-02
500,210,2016-05-07-02
600,128,2016-05-07-02
700,96,2016-05-07-02
800,67,2016-05-07-02
900,62,2016-05-07-02
1000,236,2016-05-07-02
2000,91,2016-05-07-02
3000,38,2016-05-07-02
4000,22,2016-05-07-02
5000,21,2016-05-07-02
6000,13,2016-05-07-02
7000,9,2016-05-07-02
8000,6,2016-05-07-02
9000,6,2016-05-07-02
1,0,2016-05-08-02
2,0,2016-05-08-02
3,0,2016-05-08-02
4,0,2016-05-08-02
5,1,2016-05-08-02
6,2,2016-05-08-02
7,1,2016-05-08-02
8,4,2016-05-08-02
9,8,2016-05-08-02
10,92,2016-05-08-02
20,468,2016-05-08-02
30,767,2016-05-08-02
40,674,2016-05-08-02
50,590,2016-05-08-02
60,441,2016-05-08-02
70,411,2016-05-08-02
80,311,2016-05-08-02
90,234,2016-05-08-02
100,1848,2016-05-08-02
200,1291,2016-05-08-02
300,1059,2016-05-08-02
400,341,2016-05-08-02
500,187,2016-05-08-02
600,134,2016-05-08-02
700,99,2016-05-08-02
800,65,2016-05-08-02
900,59,2016-05-08-02
1000,208,2016-05-08-02
2000,101,2016-05-08-02
3000,36,2016-05-08-02
4000,29,2016-05-08-02
5000,19,2016-05-08-02
6000,16,2016-05-08-02
7000,11,2016-05-08-02
8000,8,2016-05-08-02
9000,10,2016-05-08-02
1,0,2016-05-05-03
2,0,2016-05-05-03
3,0,2016-05-05-03
4,0,2016-05-05-03
5,1,2016-05-05-03
6,0,2016-05-05-03
7,2,2016-05-05-03
8,4,2016-05-05-03
9,6,2016-05-05-03
10,138,2016-05-05-03
20,581,2016-05-05-03
30,940,2016-05-05-03
40,843,2016-05-05-03
50,645,2016-05-05-03
60,435,2016-05-05-03
70,390,2016-05-05-03
80,297,2016-05-05-03
90,208,2016-05-05-03
100,1899,2016-05-05-03
200,1267,2016-05-05-03
300,984,2016-05-05-03
400,341,2016-05-05-03
500,210,2016-05-05-03
600,103,2016-05-05-03
700,83,2016-05-05-03
800,70,2016-05-05-03
900,49,2016-05-05-03
1000,190,2016-05-05-03
2000,79,2016-05-05-03
3000,23,2016-05-05-03
4000,31,2016-05-05-03
5000,10,2016-05-05-03
6000,12,2016-05-05-03
7000,8,2016-05-05-03
8000,9,2016-05-05-03
9000,6,2016-05-05-03
1,0,2016-05-05-01
2,0,2016-05-05-01
3,0,2016-05-05-01
4,0,2016-05-05-01
5,0,2016-05-05-01
6,4,2016-05-05-01
7,3,2016-05-05-01
8,7,2016-05-05-01
9,3,2016-05-05-01
10,120,2016-05-05-01
20,497,2016-05-05-01
30,866,2016-05-05-01
40,796,2016-05-05-01
50,639,2016-05-05-01
60,436,2016-05-05-01
70,337,2016-05-05-01
80,249,2016-05-05-01
90,221,2016-05-05-01
100,1752,2016-05-05-01
200,1322,2016-05-05-01
300,1033,2016-05-05-01
400,355,2016-05-05-01
500,196,2016-05-05-01
600,114,2016-05-05-01
700,76,2016-05-05-01
800,62,2016-05-05-01
900,44,2016-05-05-01
1000,224,2016-05-05-01
2000,101,2016-05-05-01
3000,33,2016-05-05-01
4000,25,2016-05-05-01
5000,19,2016-05-05-01
6000,13,2016-05-05-01
7000,7,2016-05-05-01
8000,8,2016-05-05-01
9000,2,2016-05-05-01
1,0,2016-05-12-04
2,0,2016-05-12-04
3,1,2016-05-12-04
4,1,2016-05-12-04
5,0,2016-05-12-04
6,0,2016-05-12-04
7,0,2016-05-12-04
8,1,2016-05-12-04
9,3,2016-05-12-04
10,123,2016-05-12-04
20,390,2016-05-12-04
30,656,2016-05-12-04
40,570,2016-05-12-04
50,548,2016-05-12-04
60,370,2016-05-12-04
70,314,2016-05-12-04
80,229,2016-05-12-04
90,220,2016-05-12-04
100,1926,2016-05-12-04
200,1514,2016-05-12-04
300,1123,2016-05-12-04
400,359,2016-05-12-04
500,201,2016-05-12-04
600,138,2016-05-12-04
700,97,2016-05-12-04
800,66,2016-05-12-04
900,51,2016-05-12-04
1000,209,2016-05-12-04
2000,90,2016-05-12-04
3000,33,2016-05-12-04
4000,23,2016-05-12-04
5000,22,2016-05-12-04
6000,13,2016-05-12-04
7000,11,2016-05-12-04
8000,11,2016-05-12-04
9000,10,2016-05-12-04
1,0,2016-05-07-04
2,0,2016-05-07-04
3,1,2016-05-07-04
4,0,2016-05-07-04
5,3,2016-05-07-04
6,2,2016-05-07-04
7,1,2016-05-07-04
8,6,2016-05-07-04
9,5,2016-05-07-04
10,107,2016-05-07-04
20,441,2016-05-07-04
30,727,2016-05-07-04
40,637,2016-05-07-04
50,532,2016-05-07-04
60,376,2016-05-07-04
70,353,2016-05-07-04
80,260,2016-05-07-04
90,220,2016-05-07-04
100,1881,2016-05-07-04
200,1496,2016-05-07-04
300,1255,2016-05-07-04
400,386,2016-05-07-04
500,201,2016-05-07-04
600,136,2016-05-07-04
700,97,2016-05-07-04
800,61,2016-05-07-04
900,46,2016-05-07-04
1000,226,2016-05-07-04
2000,89,2016-05-07-04
3000,39,2016-05-07-04
4000,34,2016-05-07-04
5000,14,2016-05-07-04
6000,7,2016-05-07-04
7000,10,2016-05-07-04
8000,5,2016-05-07-04
9000,11,2016-05-07-04
1,0,2016-05-08-04
2,0,2016-05-08-04
3,0,2016-05-08-04
4,1,2016-05-08-04
5,1,2016-05-08-04
6,1,2016-05-08-04
7,2,2016-05-08-04
8,2,2016-05-08-04
9,1,2016-05-08-04
10,116,2016-05-08-04
20,396,2016-05-08-04
30,735,2016-05-08-04
40,638,2016-05-08-04
50,598,2016-05-08-04
60,397,2016-05-08-04
70,374,2016-05-08-04
80,262,2016-05-08-04
90,212,2016-05-08-04
100,1996,2016-05-08-04
200,1480,2016-05-08-04
300,1145,2016-05-08-04
400,403,2016-05-08-04
500,198,2016-05-08-04
600,127,2016-05-08-04
700,89,2016-05-08-04
800,71,2016-05-08-04
900,52,2016-05-08-04
1000,223,2016-05-08-04
2000,108,2016-05-08-04
3000,33,2016-05-08-04
4000,35,2016-05-08-04
5000,14,2016-05-08-04
6000,21,2016-05-08-04
7000,9,2016-05-08-04
8000,6,2016-05-08-04
9000,4,2016-05-08-04
1,0,2016-05-13-06
2,0,2016-05-13-06
3,0,2016-05-13-06
4,0,2016-05-13-06
5,0,2016-05-13-06
6,1,2016-05-13-06
7,3,2016-05-13-06
8,4,2016-05-13-06
9,2,2016-05-13-06
10,123,2016-05-13-06
20,316,2016-05-13-06
30,511,2016-05-13-06
40,459,2016-05-13-06
50,366,2016-05-13-06
60,285,2016-05-13-06
70,242,2016-05-13-06
80,201,2016-05-13-06
90,166,2016-05-13-06
100,2201,2016-05-13-06
200,1573,2016-05-13-06
300,1435,2016-05-13-06
400,398,2016-05-13-06
500,229,2016-05-13-06
600,139,2016-05-13-06
700,102,2016-05-13-06
800,56,2016-05-13-06
900,52,2016-05-13-06
1000,226,2016-05-13-06
2000,96,2016-05-13-06
3000,31,2016-05-13-06
4000,29,2016-05-13-06
5000,22,2016-05-13-06
6000,9,2016-05-13-06
7000,14,2016-05-13-06
8000,11,2016-05-13-06
9000,5,2016-05-13-06
1,0,2016-05-05-04
2,0,2016-05-05-04
3,0,2016-05-05-04
4,0,2016-05-05-04
5,1,2016-05-05-04
6,1,2016-05-05-04
7,1,2016-05-05-04
8,2,2016-05-05-04
9,5,2016-05-05-04
10,82,2016-05-05-04
20,473,2016-05-05-04
30,791,2016-05-05-04
40,653,2016-05-05-04
50,527,2016-05-05-04
60,348,2016-05-05-04
70,318,2016-05-05-04
80,338,2016-05-05-04
90,295,2016-05-05-04
100,2933,2016-05-05-04
200,1128,2016-05-05-04
300,829,2016-05-05-04
400,262,2016-05-05-04
500,159,2016-05-05-04
600,116,2016-05-05-04
700,65,2016-05-05-04
800,44,2016-05-05-04
900,32,2016-05-05-04
1000,150,2016-05-05-04
2000,80,2016-05-05-04
3000,21,2016-05-05-04
4000,14,2016-05-05-04
5000,9,2016-05-05-04
6000,5,2016-05-05-04
7000,5,2016-05-05-04
8000,3,2016-05-05-04
9000,5,2016-05-05-04
1,0,2016-05-07-08
2,0,2016-05-07-08
3,0,2016-05-07-08
4,1,2016-05-07-08
5,1,2016-05-07-08
6,1,2016-05-07-08
7,6,2016-05-07-08
8,10,2016-05-07-08
9,17,2016-05-07-08
10,239,2016-05-07-08
20,371,2016-05-07-08
30,420,2016-05-07-08
40,399,2016-05-07-08
50,277,2016-05-07-08
60,249,2016-05-07-08
70,226,2016-05-07-08
80,147,2016-05-07-08
90,151,2016-05-07-08
100,2087,2016-05-07-08
200,1659,2016-05-07-08
300,1259,2016-05-07-08
400,384,2016-05-07-08
500,213,2016-05-07-08
600,147,2016-05-07-08
700,120,2016-05-07-08
800,83,2016-05-07-08
900,60,2016-05-07-08
1000,253,2016-05-07-08
2000,94,2016-05-07-08
3000,39,2016-05-07-08
4000,35,2016-05-07-08
5000,23,2016-05-07-08
6000,12,2016-05-07-08
7000,8,2016-05-07-08
8000,6,2016-05-07-08
9000,4,2016-05-07-08
1,0,2016-05-05-08
2,0,2016-05-05-08
3,0,2016-05-05-08
4,0,2016-05-05-08
5,0,2016-05-05-08
6,4,2016-05-05-08
7,1,2016-05-05-08
8,1,2016-05-05-08
9,9,2016-05-05-08
10,63,2016-05-05-08
20,97,2016-05-05-08
30,126,2016-05-05-08
40,141,2016-05-05-08
50,112,2016-05-05-08
60,92,2016-05-05-08
70,98,2016-05-05-08
80,95,2016-05-05-08
90,83,2016-05-05-08
100,4353,2016-05-05-08
200,1599,2016-05-05-08
300,1366,2016-05-05-08
400,415,2016-05-05-08
500,223,2016-05-05-08
600,131,2016-05-05-08
700,90,2016-05-05-08
800,49,2016-05-05-08
900,39,2016-05-05-08
1000,203,2016-05-05-08
2000,81,2016-05-05-08
3000,29,2016-05-05-08
4000,22,2016-05-05-08
5000,17,2016-05-05-08
6000,6,2016-05-05-08
7000,6,2016-05-05-08
8000,7,2016-05-05-08
9000,4,2016-05-05-08
1,0,2016-05-05-09
2,0,2016-05-05-09
3,0,2016-05-05-09
4,1,2016-05-05-09
5,0,2016-05-05-09
6,0,2016-05-05-09
7,1,2016-05-05-09
8,0,2016-05-05-09
9,2,2016-05-05-09
10,38,2016-05-05-09
20,137,2016-05-05-09
30,268,2016-05-05-09
40,252,2016-05-05-09
50,184,2016-05-05-09
60,126,2016-05-05-09
70,121,2016-05-05-09
80,110,2016-05-05-09
90,108,2016-05-05-09
100,2513,2016-05-05-09
200,1913,2016-05-05-09
300,1728,2016-05-05-09
400,496,2016-05-05-09
500,277,2016-05-05-09
600,159,2016-05-05-09
700,111,2016-05-05-09
800,85,2016-05-05-09
900,74,2016-05-05-09
1000,260,2016-05-05-09
2000,124,2016-05-05-09
3000,44,2016-05-05-09
4000,28,2016-05-05-09
5000,23,2016-05-05-09
6000,13,2016-05-05-09
7000,12,2016-05-05-09
8000,4,2016-05-05-09
9000,5,2016-05-05-09
1,0,2016-05-05-05
2,0,2016-05-05-05
3,1,2016-05-05-05
4,1,2016-05-05-05
5,0,2016-05-05-05
6,0,2016-05-05-05
7,0,2016-05-05-05
8,0,2016-05-05-05
9,4,2016-05-05-05
10,48,2016-05-05-05
20,126,2016-05-05-05
30,218,2016-05-05-05
40,193,2016-05-05-05
50,156,2016-05-05-05
60,174,2016-05-05-05
70,197,2016-05-05-05
80,303,2016-05-05-05
90,220,2016-05-05-05
100,4042,2016-05-05-05
200,1565,2016-05-05-05
300,1186,2016-05-05-05
400,382,2016-05-05-05
500,186,2016-05-05-05
600,113,2016-05-05-05
700,76,2016-05-05-05
800,58,2016-05-05-05
900,46,2016-05-05-05
1000,183,2016-05-05-05
2000,72,2016-05-05-05
3000,25,2016-05-05-05
4000,23,2016-05-05-05
5000,10,2016-05-05-05
6000,17,2016-05-05-05
7000,13,2016-05-05-05
8000,0,2016-05-05-05
9000,6,2016-05-05-05
1,0,2016-05-04-22
2,0,2016-05-04-22
3,1,2016-05-04-22
4,0,2016-05-04-22
5,3,2016-05-04-22
6,4,2016-05-04-22
7,2,2016-05-04-22
8,9,2016-05-04-22
9,9,2016-05-04-22
10,177,2016-05-04-22
20,442,2016-05-04-22
30,652,2016-05-04-22
40,535,2016-05-04-22
50,483,2016-05-04-22
60,384,2016-05-04-22
70,298,2016-05-04-22
80,246,2016-05-04-22
90,221,2016-05-04-22
100,1976,2016-05-04-22
200,1522,2016-05-04-22
300,1125,2016-05-04-22
400,424,2016-05-04-22
500,217,2016-05-04-22
600,150,2016-05-04-22
700,93,2016-05-04-22
800,86,2016-05-04-22
900,57,2016-05-04-22
1000,261,2016-05-04-22
2000,109,2016-05-04-22
3000,43,2016-05-04-22
4000,34,2016-05-04-22
5000,21,2016-05-04-22
6000,16,2016-05-04-22
7000,8,2016-05-04-22
8000,10,2016-05-04-22
9000,5,2016-05-04-22
1,0,2016-05-05-10
2,0,2016-05-05-10
3,1,2016-05-05-10
4,3,2016-05-05-10
5,3,2016-05-05-10
6,7,2016-05-05-10
7,8,2016-05-05-10
8,7,2016-05-05-10
9,10,2016-05-05-10
10,145,2016-05-05-10
20,315,2016-05-05-10
30,438,2016-05-05-10
40,440,2016-05-05-10
50,367,2016-05-05-10
60,276,2016-05-05-10
70,228,2016-05-05-10
80,179,2016-05-05-10
90,159,2016-05-05-10
100,2025,2016-05-05-10
200,1588,2016-05-05-10
300,1280,2016-05-05-10
400,451,2016-05-05-10
500,251,2016-05-05-10
600,175,2016-05-05-10
700,109,2016-05-05-10
800,103,2016-05-05-10
900,60,2016-05-05-10
1000,274,2016-05-05-10
2000,120,2016-05-05-10
3000,46,2016-05-05-10
4000,34,2016-05-05-10
5000,20,2016-05-05-10
6000,13,2016-05-05-10
7000,10,2016-05-05-10
8000,8,2016-05-05-10
9000,4,2016-05-05-10
1,0,2016-05-14-16
2,0,2016-05-14-16
3,0,2016-05-14-16
4,1,2016-05-14-16
5,2,2016-05-14-16
6,2,2016-05-14-16
7,7,2016-05-14-16
