bucket,count,date
2000,108,2016-05-09-14
3000,46,2016-05-09-14
4000,44,2016-05-09-14
5000,18,2016-05-09-14
6000,15,2016-05-09-14
7000,21,2016-05-09-14
8000,10,2016-05-09-14
9000,9,2016-05-09-14
1,1,2016-05-14-08
2,0,2016-05-14-08
3,0,2016-05-14-08
4,1,2016-05-14-08
5,2,2016-05-14-08
6,3,2016-05-14-08
7,5,2016-05-14-08
8,9,2016-05-14-08
9,14,2016-05-14-08
10,207,2016-05-14-08
20,306,2016-05-14-08
30,373,2016-05-14-08
40,374,2016-05-14-08
50,305,2016-05-14-08
60,246,2016-05-14-08
70,178,2016-05-14-08
80,187,2016-05-14-08
90,132,2016-05-14-08
100,2205,2016-05-14-08
200,1773,2016-05-14-08
300,1270,2016-05-14-08
400,419,2016-05-14-08
500,239,2016-05-14-08
600,160,2016-05-14-08
700,101,2016-05-14-08
800,69,2016-05-14-08
900,60,2016-05-14-08
1000,219,2016-05-14-08
2000,102,2016-05-14-08
3000,50,2016-05-14-08
4000,19,2016-05-14-08
5000,16,2016-05-14-08
6000,16,2016-05-14-08
7000,5,2016-05-14-08
8000,14,2016-05-14-08
9000,8,2016-05-14-08
1,0,2016-05-09-10
2,0,2016-05-09-10
3,0,2016-05-09-10
4,2,2016-05-09-10
5,4,2016-05-09-10
6,4,2016-05-09-10
7,7,2016-05-09-10
8,9,2016-05-09-10
9,10,2016-05-09-10
10,161,2016-05-09-10
20,319,2016-05-09-10
30,439,2016-05-09-10
40,417,2016-05-09-10
50,342,2016-05-09-10
60,254,2016-05-09-10
70,245,2016-05-09-10
80,182,2016-05-09-10
90,150,2016-05-09-10
100,2041,2016-05-09-10
200,1590,2016-05-09-10
300,1251,2016-05-09-10
400,391,2016-05-09-10
500,237,2016-05-09-10
600,164,2016-05-09-10
700,127,2016-05-09-10
800,88,2016-05-09-10
900,64,2016-05-09-10
1000,273,2016-05-09-10
2000,113,2016-05-09-10
3000,49,2016-05-09-10
4000,32,2016-05-09-10
5000,22,2016-05-09-10
6000,15,2016-05-09-10
7000,14,2016-05-09-10
8000,11,2016-05-09-10
9000,9,2016-05-09-10
1,1,2016-05-09-11
2,0,2016-05-09-11
3,1,2016-05-09-11
4,4,2016-05-09-11
5,3,2016-05-09-11
6,4,2016-05-09-11
7,2,2016-05-09-11
8,5,2016-05-09-11
9,3,2016-05-09-11
10,167,2016-05-09-11
20,254,2016-05-09-11
30,415,2016-05-09-11
40,466,2016-05-09-11
50,365,2016-05-09-11
60,367,2016-05-09-11
70,296,2016-05-09-11
80,227,2016-05-09-11
90,175,2016-05-09-11
100,1971,2016-05-09-11
200,1506,2016-05-09-11
300,1279,2016-05-09-11
400,408,2016-05-09-11
500,231,2016-05-09-11
600,159,2016-05-09-11
700,92,2016-05-09-11
800,83,2016-05-09-11
900,72,2016-05-09-11
1000,283,2016-05-09-11
2000,126,2016-05-09-11
3000,44,2016-05-09-11
4000,35,2016-05-09-11
5000,15,2016-05-09-11
6000,17,2016-05-09-11
7000,11,2016-05-09-11
8000,10,2016-05-09-11
9000,6,2016-05-09-11
1,0,2016-05-10-13
2,0,2016-05-10-13
3,0,2016-05-10-13
4,2,2016-05-10-13
5,5,2016-05-10-13
6,0,2016-05-10-13
7,7,2016-05-10-13
8,11,2016-05-10-13
9,9,2016-05-10-13
10,187,2016-05-10-13
20,298,2016-05-10-13
30,429,2016-05-10-13
40,442,2016-05-10-13
50,389,2016-05-10-13
60,317,2016-05-10-13
70,317,2016-05-10-13
80,196,2016-05-10-13
90,191,2016-05-10-13
100,1941,2016-05-10-13
200,1487,2016-05-10-13
300,1311,2016-05-10-13
400,362,2016-05-10-13
500,266,2016-05-10-13
600,155,2016-05-10-13
700,110,2016-05-10-13
800,71,2016-05-10-13
900,61,2016-05-10-13
1000,269,2016-05-10-13
2000,102,2016-05-10-13
3000,41,2016-05-10-13
4000,48,2016-05-10-13
5000,25,2016-05-10-13
6000,17,2016-05-10-13
7000,10,2016-05-10-13
8000,5,2016-05-10-13
9000,9,2016-05-10-13
1,0,2016-05-12-12
2,0,2016-05-12-12
3,1,2016-05-12-12
4,5,2016-05-12-12
5,2,2016-05-12-12
6,3,2016-05-12-12
7,6,2016-05-12-12
8,2,2016-05-12-12
9,13,2016-05-12-12
10,174,2016-05-12-12
20,294,2016-05-12-12
30,421,2016-05-12-12
40,450,2016-05-12-12
50,428,2016-05-12-12
60,357,2016-05-12-12
70,300,2016-05-12-12
80,244,2016-05-12-12
90,206,2016-05-12-12
100,1908,2016-05-12-12
200,1424,2016-05-12-12
300,1203,2016-05-12-12
400,390,2016-05-12-12
500,251,2016-05-12-12
600,153,2016-05-12-12
700,111,2016-05-12-12
800,89,2016-05-12-12
900,47,2016-05-12-12
1000,266,2016-05-12-12
2000,92,2016-05-12-12
3000,48,2016-05-12-12
4000,23,2016-05-12-12
5000,24,2016-05-12-12
6000,11,2016-05-12-12
7000,9,2016-05-12-12
8000,3,2016-05-12-12
9000,8,2016-05-12-12
1,0,2016-05-09-13
2,0,2016-05-09-13
3,0,2016-05-09-13
4,2,2016-05-09-13
5,4,2016-05-09-13
6,3,2016-05-09-13
7,4,2016-05-09-13
8,8,2016-05-09-13
9,7,2016-05-09-13
10,168,2016-05-09-13
20,294,2016-05-09-13
30,471,2016-05-09-13
40,429,2016-05-09-13
50,387,2016-05-09-13
60,348,2016-05-09-13
70,276,2016-05-09-13
80,261,2016-05-09-13
90,191,2016-05-09-13
100,1942,2016-05-09-13
200,1451,2016-05-09-13
300,1242,2016-05-09-13
400,428,2016-05-09-13
500,218,2016-05-09-13
600,155,2016-05-09-13
700,99,2016-05-09-13
800,91,2016-05-09-13
900,65,2016-05-09-13
1000,268,2016-05-09-13
2000,109,2016-05-09-13
3000,40,2016-05-09-13
4000,33,2016-05-09-13
5000,24,2016-05-09-13
6000,21,2016-05-09-13
7000,11,2016-05-09-13
8000,10,2016-05-09-13
9000,9,2016-05-09-13
1,0,2016-05-13-14
2,0,2016-05-13-14
3,0,2016-05-13-14
4,1,2016-05-13-14
5,2,2016-05-13-14
6,3,2016-05-13-14
7,4,2016-05-13-14
8,7,2016-05-13-14
9,6,2016-05-13-14
10,161,2016-05-13-14
20,337,2016-05-13-14
30,417,2016-05-13-14
40,407,2016-05-13-14
50,373,2016-05-13-14
60,322,2016-05-13-14
70,309,2016-05-13-14
80,244,2016-05-13-14
90,201,2016-05-13-14
100,1870,2016-05-13-14
200,1436,2016-05-13-14
300,1283,2016-05-13-14
400,382,2016-05-13-14
500,240,2016-05-13-14
600,166,2016-05-13-14
700,116,2016-05-13-14
800,86,2016-05-13-14
900,64,2016-05-13-14
1000,287,2016-05-13-14
2000,108,2016-05-13-14
3000,38,2016-05-13-14
4000,30,2016-05-13-14
5000,15,2016-05-13-14
6000,20,2016-05-13-14
7000,14,2016-05-13-14
8000,10,2016-05-13-14
9000,8,2016-05-13-14
1,1,2016-05-11-15
2,0,2016-05-11-15
3,0,2016-05-11-15
4,1,2016-05-11-15
5,5,2016-05-11-15
6,4,2016-05-11-15
7,5,2016-05-11-15
8,8,2016-05-11-15
9,7,2016-05-11-15
10,197,2016-05-11-15
20,383,2016-05-11-15
30,486,2016-05-11-15
40,470,2016-05-11-15
50,414,2016-05-11-15
60,330,2016-05-11-15
70,309,2016-05-11-15
80,226,2016-05-11-15
90,193,2016-05-11-15
100,1996,2016-05-11-15
200,1341,2016-05-11-15
300,1214,2016-05-11-15
400,393,2016-05-11-15
500,227,2016-05-11-15
600,161,2016-05-11-15
700,107,2016-05-11-15
800,72,2016-05-11-15
900,52,2016-05-11-15
1000,283,2016-05-11-15
2000,98,2016-05-11-15
3000,40,2016-05-11-15
4000,28,2016-05-11-15
5000,18,2016-05-11-15
6000,14,2016-05-11-15
7000,13,2016-05-11-15
8000,13,2016-05-11-15
9000,8,2016-05-11-15
1,0,2016-05-09-01
2,1,2016-05-09-01
3,0,2016-05-09-01
4,0,2016-05-09-01
5,0,2016-05-09-01
6,1,2016-05-09-01
7,3,2016-05-09-01
8,5,2016-05-09-01
9,2,2016-05-09-01
10,152,2016-05-09-01
20,459,2016-05-09-01
30,879,2016-05-09-01
40,775,2016-05-09-01
50,671,2016-05-09-01
60,466,2016-05-09-01
70,343,2016-05-09-01
80,287,2016-05-09-01
90,222,2016-05-09-01
100,1790,2016-05-09-01
200,1368,2016-05-09-01
300,1054,2016-05-09-01
400,378,2016-05-09-01
500,163,2016-05-09-01
600,118,2016-05-09-01
700,104,2016-05-09-01
800,78,2016-05-09-01
900,60,2016-05-09-01
1000,225,2016-05-09-01
2000,95,2016-05-09-01
3000,42,2016-05-09-01
4000,27,2016-05-09-01
5000,26,2016-05-09-01
6000,20,2016-05-09-01
7000,11,2016-05-09-01
8000,10,2016-05-09-01
9000,4,2016-05-09-01
1,0,2016-05-09-15
2,1,2016-05-09-15
3,0,2016-05-09-15
4,2,2016-05-09-15
5,4,2016-05-09-15
6,3,2016-05-09-15
7,9,2016-05-09-15
8,4,2016-05-09-15
9,13,2016-05-09-15
10,197,2016-05-09-15
20,388,2016-05-09-15
30,494,2016-05-09-15
40,434,2016-05-09-15
50,365,2016-05-09-15
60,358,2016-05-09-15
70,270,2016-05-09-15
80,236,2016-05-09-15
90,193,2016-05-09-15
100,1810,2016-05-09-15
200,1303,2016-05-09-15
300,1300,2016-05-09-15
400,438,2016-05-09-15
500,278,2016-05-09-15
600,171,2016-05-09-15
700,119,2016-05-09-15
800,79,2016-05-09-15
900,61,2016-05-09-15
1000,257,2016-05-09-15
2000,111,2016-05-09-15
3000,47,2016-05-09-15
4000,26,2016-05-09-15
5000,23,2016-05-09-15
6000,9,2016-05-09-15
7000,11,2016-05-09-15
8000,5,2016-05-09-15
9000,12,2016-05-09-15
1,0,2016-05-09-16
2,0,2016-05-09-16
3,0,2016-05-09-16
4,1,2016-05-09-16
5,2,2016-05-09-16
6,4,2016-05-09-16
7,5,2016-05-09-16
8,5,2016-05-09-16
9,7,2016-05-09-16
10,194,2016-05-09-16
20,356,2016-05-09-16
30,491,2016-05-09-16
40,498,2016-05-09-16
50,389,2016-05-09-16
60,380,2016-05-09-16
70,328,2016-05-09-16
80,242,2016-05-09-16
90,193,2016-05-09-16
100,1804,2016-05-09-16
200,1329,2016-05-09-16
300,1291,2016-05-09-16
400,437,2016-05-09-16
500,279,2016-05-09-16
600,190,2016-05-09-16
700,125,2016-05-09-16
800,84,2016-05-09-16
900,56,2016-05-09-16
1000,265,2016-05-09-16
2000,115,2016-05-09-16
3000,38,2016-05-09-16
4000,32,2016-05-09-16
5000,21,2016-05-09-16
6000,16,2016-05-09-16
7000,8,2016-05-09-16
8000,8,2016-05-09-16
9000,8,2016-05-09-16
1,0,2016-05-09-18
2,0,2016-05-09-18
3,0,2016-05-09-18
4,1,2016-05-09-18
5,2,2016-05-09-18
6,3,2016-05-09-18
7,8,2016-05-09-18
8,11,2016-05-09-18
9,8,2016-05-09-18
10,203,2016-05-09-18
20,374,2016-05-09-18
30,503,2016-05-09-18
40,476,2016-05-09-18
50,393,2016-05-09-18
60,342,2016-05-09-18
70,282,2016-05-09-18
80,237,2016-05-09-18
90,183,2016-05-09-18
100,1921,2016-05-09-18
200,1350,2016-05-09-18
300,1259,2016-05-09-18
400,452,2016-05-09-18
500,264,2016-05-09-18
600,186,2016-05-09-18
700,128,2016-05-09-18
800,79,2016-05-09-18
900,83,2016-05-09-18
1000,304,2016-05-09-18
2000,106,2016-05-09-18
3000,62,2016-05-09-18
4000,20,2016-05-09-18
5000,22,2016-05-09-18
6000,13,2016-05-09-18
7000,12,2016-05-09-18
8000,8,2016-05-09-18
9000,10,2016-05-09-18
1,0,2016-05-11-18
2,0,2016-05-11-18
3,0,2016-05-11-18
4,0,2016-05-11-18
5,1,2016-05-11-18
6,3,2016-05-11-18
7,4,2016-05-11-18
8,10,2016-05-11-18
9,7,2016-05-11-18
10,214,2016-05-11-18
20,407,2016-05-11-18
30,499,2016-05-11-18
40,451,2016-05-11-18
50,420,2016-05-11-18
60,362,2016-05-11-18
70,330,2016-05-11-18
80,240,2016-05-11-18
90,221,2016-05-11-18
100,2086,2016-05-11-18
200,1408,2016-05-11-18
300,1143,2016-05-11-18
400,355,2016-05-11-18
500,193,2016-05-11-18
600,132,2016-05-11-18
700,103,2016-05-11-18
800,83,2016-05-11-18
900,46,2016-05-11-18
1000,244,2016-05-11-18
2000,87,2016-05-11-18
3000,50,2016-05-11-18
4000,29,2016-05-11-18
5000,22,2016-05-11-18
6000,14,2016-05-11-18
7000,13,2016-05-11-18
8000,10,2016-05-11-18
9000,10,2016-05-11-18
1,0,2016-05-11-20
2,1,2016-05-11-20
3,2,2016-05-11-20
4,2,2016-05-11-20
5,0,2016-05-11-20
6,5,2016-05-11-20
7,5,2016-05-11-20
8,5,2016-05-11-20
9,15,2016-05-11-20
10,284,2016-05-11-20
20,494,2016-05-11-20
30,643,2016-05-11-20
40,532,2016-05-11-20
50,432,2016-05-11-20
60,321,2016-05-11-20
70,301,2016-05-11-20
80,270,2016-05-11-20
90,199,2016-05-11-20
100,1939,2016-05-11-20
200,1424,2016-05-11-20
300,1236,2016-05-11-20
400,393,2016-05-11-20
500,257,2016-05-11-20
600,158,2016-05-11-20
700,111,2016-05-11-20
800,74,2016-05-11-20
900,72,2016-05-11-20
1000,259,2016-05-11-20
2000,87,2016-05-11-20
3000,45,2016-05-11-20
4000,33,2016-05-11-20
5000,12,2016-05-11-20
6000,15,2016-05-11-20
7000,4,2016-05-11-20
8000,8,2016-05-11-20
9000,7,2016-05-11-20
1,0,2016-05-10-21
2,0,2016-05-10-21
3,0,2016-05-10-21
4,0,2016-05-10-21
5,4,2016-05-10-21
6,3,2016-05-10-21
7,3,2016-05-10-21
8,11,2016-05-10-21
9,17,2016-05-10-21
10,302,2016-05-10-21
20,495,2016-05-10-21
30,643,2016-05-10-21
40,546,2016-05-10-21
50,460,2016-05-10-21
60,440,2016-05-10-21
70,310,2016-05-10-21
80,270,2016-05-10-21
90,222,2016-05-10-21
100,1975,2016-05-10-21
200,1474,2016-05-10-21
300,1114,2016-05-10-21
400,416,2016-05-10-21
500,218,2016-05-10-21
600,156,2016-05-10-21
700,85,2016-05-10-21
800,77,2016-05-10-21
900,54,2016-05-10-21
1000,223,2016-05-10-21
2000,95,2016-05-10-21
3000,43,2016-05-10-21
4000,32,2016-05-10-21
5000,26,2016-05-10-21
6000,14,2016-05-10-21
7000,10,2016-05-10-21
8000,7,2016-05-10-21
9000,8,2016-05-10-21
1,1,2016-05-10-00
2,0,2016-05-10-00
3,1,2016-05-10-00
4,0,2016-05-10-00
5,0,2016-05-10-00
6,2,2016-05-10-00
7,5,2016-05-10-00
8,4,2016-05-10-00
9,11,2016-05-10-00
10,122,2016-05-10-00
20,432,2016-05-10-00
30,737,2016-05-10-00
40,617,2016-05-10-00
50,508,2016-05-10-00
60,495,2016-05-10-00
70,340,2016-05-10-00
80,251,2016-05-10-00
90,215,2016-05-10-00
100,1838,2016-05-10-00
200,1333,2016-05-10-00
300,1098,2016-05-10-00
400,359,2016-05-10-00
500,206,2016-05-10-00
600,126,2016-05-10-00
700,102,2016-05-10-00
800,68,2016-05-10-00
900,63,2016-05-10-00
1000,230,2016-05-10-00
2000,92,2016-05-10-00
3000,39,2016-05-10-00
4000,26,2016-05-10-00
5000,12,2016-05-10-00
6000,16,2016-05-10-00
7000,8,2016-05-10-00
8000,8,2016-05-10-00
9000,1,2016-05-10-00
1,0,2016-05-13-03
2,0,2016-05-13-03
3,0,2016-05-13-03
4,0,2016-05-13-03
5,1,2016-05-13-03
6,1,2016-05-13-03
7,1,2016-05-13-03
8,0,2016-05-13-03
9,4,2016-05-13-03
10,102,2016-05-13-03
20,431,2016-05-13-03
30,836,2016-05-13-03
40,772,2016-05-13-03
50,636,2016-05-13-03
60,465,2016-05-13-03
70,360,2016-05-13-03
80,291,2016-05-13-03
90,234,2016-05-13-03
100,1922,2016-05-13-03
200,1251,2016-05-13-03
300,1054,2016-05-13-03
400,343,2016-05-13-03
500,179,2016-05-13-03
600,130,2016-05-13-03
700,88,2016-05-13-03
800,67,2016-05-13-03
900,44,2016-05-13-03
1000,226,2016-05-13-03
2000,92,2016-05-13-03
3000,28,2016-05-13-03
4000,17,2016-05-13-03
5000,15,2016-05-13-03
6000,13,2016-05-13-03
7000,13,2016-05-13-03
8000,6,2016-05-13-03
9000,8,2016-05-13-03
1,0,2016-05-10-05
2,0,2016-05-10-05
3,0,2016-05-10-05
4,1,2016-05-10-05
5,0,2016-05-10-05
6,1,2016-05-10-05
7,5,2016-05-10-05
8,8,2016-05-10-05
9,10,2016-05-10-05
10,163,2016-05-10-05
20,401,2016-05-10-05
30,608,2016-05-10-05
40,475,2016-05-10-05
50,385,2016-05-10-05
60,305,2016-05-10-05
70,264,2016-05-10-05
80,240,2016-05-10-05
90,202,2016-05-10-05
100,2020,2016-05-10-05
200,1682,2016-05-10-05
300,1225,2016-05-10-05
400,402,2016-05-10-05
500,204,2016-05-10-05
600,171,2016-05-10-05
700,105,2016-05-10-05
800,82,2016-05-10-05
900,51,2016-05-10-05
1000,210,2016-05-10-05
2000,121,2016-05-10-05
3000,30,2016-05-10-05
4000,29,2016-05-10-05
5000,9,2016-05-10-05
6000,10,2016-05-10-05
7000,6,2016-05-10-05
8000,7,2016-05-10-05
9000,8,2016-05-10-05
1,0,2016-05-10-11
2,0,2016-05-10-11
3,0,2016-05-10-11
4,3,2016-05-10-11
5,3,2016-05-10-11
6,3,2016-05-10-11
7,5,2016-05-10-11
8,4,2016-05-10-11
9,8,2016-05-10-11
10,178,2016-05-10-11
20,293,2016-05-10-11
30,398,2016-05-10-11
40,476,2016-05-10-11
50,422,2016-05-10-11
60,314,2016-05-10-11
70,281,2016-05-10-11
80,228,2016-05-10-11
90,207,2016-05-10-11
100,2008,2016-05-10-11
200,1534,2016-05-10-11
300,1272,2016-05-10-11
400,416,2016-05-10-11
500,237,2016-05-10-11
600,182,2016-05-10-11
700,111,2016-05-10-11
800,109,2016-05-10-11
900,60,2016-05-10-11
1000,293,2016-05-10-11
2000,106,2016-05-10-11
3000,46,2016-05-10-11
4000,28,2016-05-10-11
5000,23,2016-05-10-11
6000,20,2016-05-10-11
7000,18,2016-05-10-11
8000,19,2016-05-10-11
9000,6,2016-05-10-11
1,1,2016-05-10-08
2,0,2016-05-10-08
3,0,2016-05-10-08
4,1,2016-05-10-08
5,4,2016-05-10-08
6,5,2016-05-10-08
7,7,2016-05-10-08
8,15,2016-05-10-08
9,12,2016-05-10-08
10,167,2016-05-10-08
20,265,2016-05-10-08
30,312,2016-05-10-08
40,333,2016-05-10-08
50,295,2016-05-10-08
60,266,2016-05-10-08
70,201,2016-05-10-08
80,167,2016-05-10-08
90,156,2016-05-10-08
100,1965,2016-05-10-08
200,1682,2016-05-10-08
300,1349,2016-05-10-08
400,452,2016-05-10-08
500,268,2016-05-10-08
600,180,2016-05-10-08
700,116,2016-05-10-08
800,91,2016-05-10-08
900,55,2016-05-10-08
1000,283,2016-05-10-08
2000,118,2016-05-10-08
3000,53,2016-05-10-08
4000,36,2016-05-10-08
5000,21,2016-05-10-08
6000,16,2016-05-10-08
7000,11,2016-05-10-08
8000,7,2016-05-10-08
9000,10,2016-05-10-08
1,1,2016-05-10-09
2,0,2016-05-10-09
3,1,2016-05-10-09
4,5,2016-05-10-09
5,3,2016-05-10-09
6,6,2016-05-10-09
7,4,2016-05-10-09
8,8,2016-05-10-09
9,11,2016-05-10-09
10,198,2016-05-10-09
20,265,2016-05-10-09
30,326,2016-05-10-09
40,363,2016-05-10-09
50,286,2016-05-10-09
60,246,2016-05-10-09
70,235,2016-05-10-09
80,178,2016-05-10-09
90,156,2016-05-10-09
100,2019,2016-05-10-09
200,1605,2016-05-10-09
300,1386,2016-05-10-09
400,440,2016-05-10-09
500,243,2016-05-10-09
600,160,2016-05-10-09
700,130,2016-05-10-09
800,88,2016-05-10-09
900,71,2016-05-10-09
1000,305,2016-05-10-09
2000,114,2016-05-10-09
3000,50,2016-05-10-09
4000,40,2016-05-10-09
5000,28,2016-05-10-09
6000,18,2016-05-10-09
7000,4,2016-05-10-09
8000,9,2016-05-10-09
9000,11,2016-05-10-09
1,0,2016-05-10-10
2,0,2016-05-10-10
3,1,2016-05-10-10
4,1,2016-05-10-10
5,3,2016-05-10-10
6,2,2016-05-10-10
7,7,2016-05-10-10
8,9,2016-05-10-10
9,13,2016-05-10-10
10,175,2016-05-10-10
20,292,2016-05-10-10
30,415,2016-05-10-10
40,383,2016-05-10-10
50,329,2016-05-10-10
60,268,2016-05-10-10
70,250,2016-05-10-10
80,162,2016-05-10-10
90,159,2016-05-10-10
100,1980,2016-05-10-10
200,1570,2016-05-10-10
300,1265,2016-05-10-10
400,424,2016-05-10-10
500,263,2016-05-10-10
600,150,2016-05-10-10
700,108,2016-05-10-10
800,71,2016-05-10-10
900,69,2016-05-10-10
1000,291,2016-05-10-10
2000,125,2016-05-10-10
3000,46,2016-05-10-10
4000,32,2016-05-10-10
5000,21,2016-05-10-10
6000,10,2016-05-10-10
7000,11,2016-05-10-10
8000,11,2016-05-10-10
9000,8,2016-05-10-10
1,0,2016-05-10-15
2,1,2016-05-10-15
3,0,2016-05-10-15
4,2,2016-05-10-15
5,4,2016-05-10-15
6,6,2016-05-10-15
7,5,2016-05-10-15
8,7,2016-05-10-15
9,15,2016-05-10-15
10,213,2016-05-10-15
20,379,2016-05-10-15
30,508,2016-05-10-15
40,495,2016-05-10-15
50,360,2016-05-10-15
60,325,2016-05-10-15
70,307,2016-05-10-15
80,246,2016-05-10-15
90,185,2016-05-10-15
100,1894,2016-05-10-15
200,1435,2016-05-10-15
300,1249,2016-05-10-15
400,405,2016-05-10-15
500,205,2016-05-10-15
600,140,2016-05-10-15
700,122,2016-05-10-15
800,69,2016-05-10-15
900,52,2016-05-10-15
1000,252,2016-05-10-15
2000,95,2016-05-10-15
3000,45,2016-05-10-15
4000,31,2016-05-10-15
5000,20,2016-05-10-15
6000,12,2016-05-10-15
7000,18,2016-05-10-15
8000,6,2016-05-10-15
9000,8,2016-05-10-15
1,0,2016-05-10-16
2,0,2016-05-10-16
3,0,2016-05-10-16
4,1,2016-05-10-16
5,2,2016-05-10-16
6,4,2016-05-10-16
7,7,2016-05-10-16
8,5,2016-05-10-16
9,12,2016-05-10-16
10,221,2016-05-10-16
20,383,2016-05-10-16
30,481,2016-05-10-16
40,438,2016-05-10-16
50,435,2016-05-10-16
60,313,2016-05-10-16
70,297,2016-05-10-16
80,237,2016-05-10-16
90,191,2016-05-10-16
100,1937,2016-05-10-16
200,1443,2016-05-10-16
300,1169,2016-05-10-16
400,381,2016-05-10-16
500,248,2016-05-10-16
600,125,2016-05-10-16
700,93,2016-05-10-16
800,81,2016-05-10-16
900,60,2016-05-10-16
1000,269,2016-05-10-16
2000,95,2016-05-10-16
3000,48,2016-05-10-16
4000,33,2016-05-10-16
5000,27,2016-05-10-16
6000,15,2016-05-10-16
7000,10,2016-05-10-16
8000,4,2016-05-10-16
9000,5,2016-05-10-16
1,1,2016-05-10-17
2,0,2016-05-10-17
3,0,2016-05-10-17
4,1,2016-05-10-17
5,2,2016-05-10-17
6,4,2016-05-10-17
7,5,2016-05-10-17
8,6,2016-05-10-17
9,6,2016-05-10-17
10,250,2016-05-10-17
20,412,2016-05-10-17
30,497,2016-05-10-17
40,426,2016-05-10-17
50,397,2016-05-10-17
60,388,2016-05-10-17
70,302,2016-05-10-17
80,237,2016-05-10-17
90,185,2016-05-10-17
100,1928,2016-05-10-17
200,1419,2016-05-10-17
300,1178,2016-05-10-17
400,409,2016-05-10-17
500,217,2016-05-10-17
600,152,2016-05-10-17
700,119,2016-05-10-17
800,84,2016-05-10-17
900,68,2016-05-10-17
1000,265,2016-05-10-17
2000,91,2016-05-10-17
3000,44,2016-05-10-17
4000,42,2016-05-10-17
5000,16,2016-05-10-17
6000,5,2016-05-10-17
7000,12,2016-05-10-17
8000,9,2016-05-10-17
9000,7,2016-05-10-17
1,0,2016-05-11-04
2,0,2016-05-11-04
3,0,2016-05-11-04
4,3,2016-05-11-04
5,0,2016-05-11-04
6,1,2016-05-11-04
7,4,2016-05-11-04
8,1,2016-05-11-04
9,10,2016-05-11-04
10,116,2016-05-11-04
20,388,2016-05-11-04
30,515,2016-05-11-04
40,536,2016-05-11-04
50,503,2016-05-11-04
60,469,2016-05-11-04
70,338,2016-05-11-04
80,259,2016-05-11-04
90,196,2016-05-11-04
100,1941,2016-05-11-04
200,1556,2016-05-11-04
300,1259,2016-05-11-04
400,392,2016-05-11-04
500,219,2016-05-11-04
600,137,2016-05-11-04
700,95,2016-05-11-04
800,66,2016-05-11-04
900,46,2016-05-11-04
1000,244,2016-05-11-04
2000,85,2016-05-11-04
3000,32,2016-05-11-04
4000,27,2016-05-11-04
5000,17,2016-05-11-04
6000,11,2016-05-11-04
7000,10,2016-05-11-04
8000,6,2016-05-11-04
9000,4,2016-05-11-04
1,0,2016-05-10-18
2,0,2016-05-10-18
3,1,2016-05-10-18
4,0,2016-05-10-18
5,5,2016-05-10-18
6,5,2016-05-10-18
7,6,2016-05-10-18
8,9,2016-05-10-18
9,11,2016-05-10-18
10,271,2016-05-10-18
20,412,2016-05-10-18
30,529,2016-05-10-18
40,488,2016-05-10-18
50,481,2016-05-10-18
60,364,2016-05-10-18
70,282,2016-05-10-18
80,246,2016-05-10-18
90,211,2016-05-10-18
100,2058,2016-05-10-18
200,1457,2016-05-10-18
300,1185,2016-05-10-18
400,411,2016-05-10-18
500,229,2016-05-10-18
600,184,2016-05-10-18
700,122,2016-05-10-18
800,95,2016-05-10-18
900,72,2016-05-10-18
1000,266,2016-05-10-18
2000,87,2016-05-10-18
3000,48,2016-05-10-18
4000,30,2016-05-10-18
5000,22,2016-05-10-18
6000,15,2016-05-10-18
7000,6,2016-05-10-18
8000,11,2016-05-10-18
9000,8,2016-05-10-18
1,0,2016-05-10-19
2,0,2016-05-10-19
3,0,2016-05-10-19
4,0,2016-05-10-19
5,0,2016-05-10-19
6,2,2016-05-10-19
7,5,2016-05-10-19
8,10,2016-05-10-19
9,10,2016-05-10-19
10,260,2016-05-10-19
20,467,2016-05-10-19
30,498,2016-05-10-19
40,515,2016-05-10-19
50,441,2016-05-10-19
60,354,2016-05-10-19
70,310,2016-05-10-19
80,209,2016-05-10-19
90,189,2016-05-10-19
100,2096,2016-05-10-19
200,1429,2016-05-10-19
300,1216,2016-05-10-19
400,395,2016-05-10-19
500,247,2016-05-10-19
600,152,2016-05-10-19
700,110,2016-05-10-19
800,75,2016-05-10-19
900,46,2016-05-10-19
1000,271,2016-05-10-19
2000,89,2016-05-10-19
3000,52,2016-05-10-19
4000,26,2016-05-10-19
5000,22,2016-05-10-19
6000,11,2016-05-10-19
7000,15,2016-05-10-19
8000,9,2016-05-10-19
9000,5,2016-05-10-19
1,0,2016-05-11-21
2,0,2016-05-11-21
3,1,2016-05-11-21
4,1,2016-05-11-21
5,2,2016-05-11-21
6,2,2016-05-11-21
7,7,2016-05-11-21
8,12,2016-05-11-21
9,9,2016-05-11-21
10,278,2016-05-11-21
20,523,2016-05-11-21
30,642,2016-05-11-21
40,560,2016-05-11-21
50,451,2016-05-11-21
60,347,2016-05-11-21
70,315,2016-05-11-21
80,255,2016-05-11-21
90,195,2016-05-11-21
100,1982,2016-05-11-21
200,1491,2016-05-11-21
300,1108,2016-05-11-21
400,358,2016-05-11-21
500,209,2016-05-11-21
600,124,2016-05-11-21
700,104,2016-05-11-21
800,65,2016-05-11-21
900,54,2016-05-11-21
1000,251,2016-05-11-21
2000,92,2016-05-11-21
3000,38,2016-05-11-21
4000,30,2016-05-11-21
5000,14,2016-05-11-21
6000,20,2016-05-11-21
